DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
221411398;05/24/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;03/30/2020 12:00:00 AM;1640;14;1428;50;F;SINGLE FAMILY DWELLING                      ;               ;IC
221409128;04/12/2022 12:00:00 AM;Pacific    ;DISTURBING THE PEACE                                    ;04/20/2020 12:00:00 AM;950;14;1444;18;F;SINGLE FAMILY DWELLING                      ;               ;AO
211409233;04/06/2021 12:00:00 AM;Pacific    ;VEHICLE - STOLEN                                        ;08/19/2020 12:00:00 AM;1730;14;1496;0; ;GARAGE/CARPORT                              ;               ;IC
231412171;06/09/2023 12:00:00 AM;Pacific    ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  ;06/01/2020 12:00:00 AM;1200;14;1435;-2;M;SINGLE FAMILY DWELLING                      ;511;IC
221417043;09/28/2022 12:00:00 AM;Pacific    ;BUNCO, GRAND THEFT                                      ;12/01/2020 12:00:00 AM;1;14;1428;77;M;SINGLE FAMILY DWELLING                      ;               ;IC
211408216;03/16/2021 12:00:00 AM;Pacific    ;EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)              ;12/28/2020 12:00:00 AM;1100;14;1496;0; ;OTHER BUSINESS                              ;               ;IC
211420201;08/03/2020 12:00:00 AM;Pacific    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;08/03/2020 12:00:00 AM;1435;14;1463;31;F;PARKING LOT                                 ;               ;IC
221411798;05/31/2022 12:00:00 AM;Pacific    ;RAPE, FORCIBLE                                          ;06/25/2020 12:00:00 AM;2200;14;1479;16;F;SINGLE FAMILY DWELLING                      ;400;IC
231419365;10/26/2023 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;06/01/2020 12:00:00 AM;1200;14;1473;33;M;OTHER PREMISE                               ;               ;IC
221418375;10/30/2022 12:00:00 AM;Pacific    ;BATTERY - SIMPLE ASSAULT                                ;10/30/2020 12:00:00 AM;2025;14;1458;23;F;ALLEY                                       ;400;IC
211410751;04/30/2021 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;06/12/2020 12:00:00 AM;930;14;1438;30;F;SINGLE FAMILY DWELLING                      ;               ;IC
221404692;01/15/2022 12:00:00 AM;Pacific    ;DISTURBING THE PEACE                                    ;11/01/2020 12:00:00 AM;1;14;1431;56;M;STREET                                      ;               ;AO
221419817;11/02/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;12/04/2020 12:00:00 AM;1005;14;1469;22;F;OTHER RESIDENCE                             ;               ;IC
221404829;01/18/2022 12:00:00 AM;Pacific    ;BURGLARY                                                ;07/16/2020 12:00:00 AM;300;14;1487;-1;X;OTHER BUSINESS                              ;               ;IC
221421185;12/20/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;09/22/2020 12:00:00 AM;1200;14;1469;44;M;SINGLE FAMILY DWELLING                      ;               ;IC
221411380;05/24/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;01/01/2020 12:00:00 AM;2040;14;1428;31;F;BANK                                        ;               ;IC
221418374;10/30/2022 12:00:00 AM;Pacific    ;BATTERY - SIMPLE ASSAULT                                ;10/30/2020 12:00:00 AM;2025;14;1458;22;M;ALLEY                                       ;400;IC
231407360;03/22/2023 12:00:00 AM;Pacific    ;BATTERY - SIMPLE ASSAULT                                ;11/16/2020 12:00:00 AM;2300;14;1452;32;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;IC
231421914;12/17/2020 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;12/17/2020 12:00:00 AM;1315;14;1424;25;F;SINGLE FAMILY DWELLING                      ;               ;IC
221407828;03/18/2022 12:00:00 AM;Pacific    ;BURGLARY FROM VEHICLE                                   ;08/19/2020 12:00:00 AM;1800;14;1479;60;M;STREET                                      ;               ;IC
221420690;11/16/2022 12:00:00 AM;Pacific    ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;11/14/2020 12:00:00 AM;1730;14;1433;52;M;PORCH, RESIDENTIAL                          ;               ;IC
221405000;01/19/2022 12:00:00 AM;Pacific    ;THEFT OF IDENTITY                                       ;03/02/2020 12:00:00 AM;1020;14;1424;37;M;OTHER PREMISE                               ;               ;IC
