DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
200604460;01/10/2020 12:00:00 AM;Hollywood  ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;01/10/2020 12:00:00 AM;1900;6;677;25;M;PARKING LOT                                 ;216;AA
200613667;08/07/2020 12:00:00 AM;Hollywood  ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                ;08/07/2020 12:00:00 AM;1500;6;656;28;M;PARKING LOT                                 ;               ;IC
200605909;02/10/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        ;02/05/2020 12:00:00 AM;1900;6;639;0; ;STREET                                      ;               ;IC
200607156;02/26/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;02/21/2020 12:00:00 AM;1330;6;649;25;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
200605600;02/03/2020 12:00:00 AM;Hollywood  ;OTHER ASSAULT                                           ;02/03/2020 12:00:00 AM;1045;6;668;49;M;SINGLE FAMILY DWELLING                      ;400;IC
200604114;01/04/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                ;01/04/2020 12:00:00 AM;1040;6;666;26;F;SINGLE FAMILY DWELLING                      ;400;IC
200616790;10/17/2020 12:00:00 AM;Hollywood  ;THEFT OF IDENTITY                                       ;10/15/2020 12:00:00 AM;900;6;678;27;M;SINGLE FAMILY DWELLING                      ;               ;IC
200616045;09/29/2020 12:00:00 AM;Hollywood  ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;09/28/2020 12:00:00 AM;1700;6;638;34;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
200619282;12/14/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;12/03/2020 12:00:00 AM;2046;6;638;30;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
200616810;10/17/2020 12:00:00 AM;Hollywood  ;BURGLARY                                                ;10/17/2020 12:00:00 AM;635;6;643;25;M;YARD (RESIDENTIAL/BUSINESS)                 ;               ;IC
200609493;04/25/2020 12:00:00 AM;Hollywood  ;BURGLARY, ATTEMPTED                                     ;04/25/2020 12:00:00 AM;1810;6;638;43;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);511;IC
200618355;11/23/2020 12:00:00 AM;Hollywood  ;VEHICLE - STOLEN                                        ;11/22/2020 12:00:00 AM;2300;6;667;0; ;STREET                                      ;               ;IC
200607345;03/04/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                ;03/03/2020 12:00:00 AM;900;6;669;30;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO
200613455;08/03/2020 12:00:00 AM;Hollywood  ;BATTERY WITH SEXUAL CONTACT                             ;08/01/2020 12:00:00 AM;1630;6;643;34;F;SINGLE FAMILY DWELLING                      ;400;IC
200617190;10/25/2020 12:00:00 AM;Hollywood  ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;10/25/2020 12:00:00 AM;1800;6;643;38;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;AA
200611627;06/21/2020 12:00:00 AM;Hollywood  ;BATTERY - SIMPLE ASSAULT                                ;06/21/2020 12:00:00 AM;1400;6;639;28;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;AO
200618707;11/27/2020 12:00:00 AM;Hollywood  ;THEFT PLAIN - PETTY ($950 & UNDER)                      ;11/23/2020 12:00:00 AM;1600;6;656;41;M;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;IC
