DR_NO;Date Rptd;AREA NAME;Crm Cd Desc;DATE OCC;TIME OCC;AREA;Rpt Dist No;Vict Age;Vict Sex;Premis Desc;Weapon Used Cd;Status
201914494;09/14/2020 12:00:00 AM;Mission    ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          ;09/14/2020 12:00:00 AM;700;19;1907;68;M;DAM/RESERVOIR                               ;114;IC
201904416;01/08/2020 12:00:00 AM;Mission    ;BATTERY - SIMPLE ASSAULT                                ;01/08/2020 12:00:00 AM;2100;19;1991;27;M;RESTAURANT/FAST FOOD                        ;400;IC
201913374;08/17/2020 12:00:00 AM;Mission    ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;08/16/2020 12:00:00 AM;1100;19;1984;24;F;VEHICLE, PASSENGER/TRUCK                    ;               ;IC
201904941;01/22/2020 12:00:00 AM;Mission    ;INTIMATE PARTNER - SIMPLE ASSAULT                       ;01/22/2020 12:00:00 AM;1535;19;1988;23;M;STREET                                      ;400;AA
201917175;11/21/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;11/20/2020 12:00:00 AM;2200;19;1913;0; ;STREET                                      ;               ;IC
201907628;03/14/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;03/14/2020 12:00:00 AM;1530;19;1974;66;M;PARKING LOT                                 ;               ;IC
201908081;03/26/2020 12:00:00 AM;Mission    ;VIOLATION OF RESTRAINING ORDER                          ;03/25/2020 12:00:00 AM;1200;19;1966;25;F;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);               ;AA
201913906;08/29/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;08/28/2020 12:00:00 AM;1600;19;1907;0; ;STREET                                      ;               ;IC
201905114;01/23/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;01/01/2020 12:00:00 AM;1200;19;1956;45;F;SINGLE FAMILY DWELLING                      ;               ;IC
201913385;08/17/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;08/16/2020 12:00:00 AM;1900;19;1904;0; ;STREET                                      ;               ;IC
201915294;10/02/2020 12:00:00 AM;Mission    ;THEFT OF IDENTITY                                       ;10/02/2020 12:00:00 AM;1125;19;1951;68;M;SINGLE FAMILY DWELLING                      ;               ;IC
201910700;06/09/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;06/09/2020 12:00:00 AM;1045;19;1981;0; ;STREET                                      ;               ;IC
201904146;01/04/2020 12:00:00 AM;Mission    ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     ;01/03/2020 12:00:00 AM;2230;19;1999;56;M;STREET                                      ;               ;IC
201904377;01/09/2020 12:00:00 AM;Mission    ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                ;01/09/2020 12:00:00 AM;110;19;1921;31;X;GAS STATION                                 ;               ;IC
201910533;06/03/2020 12:00:00 AM;Mission    ;VEHICLE - STOLEN                                        ;06/03/2020 12:00:00 AM;1610;19;1919;0; ;PARKING LOT                                 ;               ;IC
